Frame,LFSW,RFSW,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,EMG9,EM10
2614,5.1163,5.1163,-0.4296,-0.0635,-0.5663,-0.1855,0.0488,-0.0439,0.0488,-0.1709,-0.0098,0.1172
2615,5.1163,5.1163,-0.332,-0.3124,-0.3417,-0.122,0.0342,-0.0049,-0.0439,0.083,-0.0244,0.0635
2616,5.1163,5.1163,-0.1611,-0.3076,-0.5077,-0.0439,0.0635,-0.0146,-0.0244,-0.1318,-0.0879,0.2685
2617,5.1163,5.1163,-0.0146,-0.3515,-0.8202,-0.0098,0.1562,-0.0049,-0.0195,-0.1269,-0.0732,0.4882
2618,5.1163,5.1163,-0.1025,-0.415,-0.8251,-0.0391,0.2441,0,-0.0391,0.3906,-0.0879,0.3613
2619,5.1163,5.1163,-0.0049,-0.6054,-0.4003,0.0732,0.3466,-0.0439,-0.1269,0.2734,-0.0195,0.5419
2620,0,5.1163,-0.1269,-0.4394,-0.4003,0.0537,0.0586,0.0098,-0.1953,-0.2636,0.0488,0.991
2621,0,5.1163,-0.3076,-0.2441,-0.7567,0.0439,-0.2685,0,-0.1074,-0.6249,0.0195,1.3865
2622,0,5.1163,-0.2636,-0.3124,-0.9276,0.1074,-0.0488,-0.0342,-0.0146,-0.1367,0.0488,1.2351
2623,0,5.1163,-0.0293,-0.62,-1.1375,0.122,0.1025,-0.0391,0.1025,0.3369,0.1172,1.1277
2624,0,5.1163,0.1172,-0.664,-0.5517,0.1318,-0.0488,0.0049,0.1513,-0.1953,0.1025,1.0936
2625,0,5.1163,0.332,-0.703,0.415,0.1513,-0.1513,0.0049,0.0683,-0.4394,0.083,0.2929
2626,0,5.1163,0.2978,-0.6786,0.4784,0.1513,-0.0439,-0.083,0.0781,1.1522,0.0928,-0.3759
2627,0,5.1163,0.2148,-0.5321,-0.0391,0.1562,-0.0586,-0.0586,0.0879,1.0692,0.083,-0.1806
2628,0,5.1163,0.1611,-0.4784,-0.2441,0.122,-0.1123,0.0391,0.0781,-0.1513,0.0195,-0.288
2629,0,5.1163,0.1367,-0.2392,-0.4443,0.1562,0.083,0.0342,0.0635,-0.0586,0.0342,-1.0545
2630,0,5.1163,0.0342,0.205,-0.8397,0.1123,0.0781,0.0537,-0.0049,-0.1318,0.0342,-1.6941
2631,0,5.1163,0.0098,0.4345,-0.0293,0.0635,0.0928,0.0683,-0.166,-0.3661,-0.0146,-1.4646
2632,0,5.1163,0.1758,0.3759,0.7225,0.0586,-0.0293,-0.0195,-0.1758,-0.2539,0.0391,-0.9959
2633,0,5.1163,0.1465,0.4003,0.9325,0.0146,-0.1172,0,-0.1123,0.0586,0.0146,-0.8592
2634,0,5.1163,0.0537,0.4638,0.7567,0.0586,0.0439,0.0342,-0.0683,-0.3613,-0.1074,-0.4882
2635,0,5.1163,0.0537,0.3613,0.3515,0.0683,0.0976,0.0928,-0.0488,-0.9081,-0.1758,0.0635
2636,0,5.1163,0.0342,0.2246,0.5126,0.0098,0.1513,0.0732,0,-1.0692,-0.166,0.1465
2637,0,5.1163,0.0683,0.2587,0.6347,-0.0342,-0.0195,0.0293,0.0879,-0.5028,-0.083,0.1611
2638,0,5.1163,0.0879,0.3271,0.3515,-0.0439,-0.0586,0.0391,-0.0635,0.6932,0.0586,0.4003
2639,0,5.1163,0,0.3271,0.2246,-0.0586,-0.0342,0,-0.0439,0.8055,0.0976,0.3369
2640,0,5.1163,-0.0049,0.2392,0.0928,-0.0098,0.0049,-0.0098,0.2343,0.205,0.1367,0.1709
2641,0,5.1163,-0.0488,0.1709,-0.1855,-0.0195,-0.0488,-0.0244,0.2832,0.5565,0.1172,0.1513
2642,0,5.1163,-0.0635,0.0342,-0.3661,-0.0293,-0.0342,-0.0391,-0.0781,0.332,0.1513,0.3857
2643,0,5.1163,-0.0244,-0.0879,-0.5761,-0.0293,0.0488,0.0195,-0.1465,-0.2392,0.1269,0.3613
2644,0,5.1163,-0.1269,-0.0586,-0.2441,-0.0586,-0.0146,0.0098,-0.0732,0.1855,0.0586,0.9178
2645,0,5.1163,-0.0342,-0.0488,0.0244,-0.0195,0.0244,-0.0391,-0.0439,0.0098,0.0146,0.4589
2646,0,5.1163,0.0244,-0.0391,-0.0391,-0.0586,0.0488,-0.0098,-0.1318,0.122,0.0146,-0.3076
2647,0,5.1163,-0.0683,0.2343,-0.0146,-0.0879,0.0195,-0.0537,-0.0976,0.5273,0.0732,-0.1513
2648,0,5.1163,-0.0488,0.3076,0.1709,-0.0293,-0.0049,-0.0439,0.0439,0.0439,0.1074,0.0439
2649,0,5.1163,-0.0439,0.0488,0.1758,-0.0537,-0.0635,-0.0195,0.1074,-0.5224,0.0244,0.1855
2650,0,5.1163,-0.1269,-0.0928,-0.0976,-0.0342,-0.0391,-0.0391,0.1269,0.7372,0.0342,0.3515
2651,0,5.1163,-0.0488,-0.0879,0.2441,0.0049,0.288,-0.083,0.0439,0.8006,0.0488,0.371
2652,0,5.1163,-0.0391,-0.1513,-0.0049,0.0146,0.3417,-0.0732,0,0.0195,-0.122,-0.1123
2653,0,5.1163,-0.1025,-0.288,-0.664,-0.0049,-0.0342,-0.0146,0.0049,0.1562,-0.1318,-0.3759
2654,0,5.1163,-0.166,-0.4687,-1.2888,-0.0391,0.0293,0.0391,0.0049,-0.2587,-0.0976,-0.3369
2655,0,5.1163,-0.1855,-0.3564,-0.7128,-0.0732,-0.0879,0.0146,0.0049,-0.288,-0.0293,-0.1465
2656,0,5.1163,0.1269,-0.166,0.1562,0.0098,0.122,-0.0293,-0.0244,-0.8641,0.1562,0.0488
2657,0,5.1163,0.1758,-0.2685,0.0488,-0.0098,-0.1513,0.0049,0.0195,-1.4646,0.1172,-0.2587
2658,0,5.1163,0.0195,-0.2587,0.7714,-0.0732,-0.3466,0.083,0.1074,-1.1424,-0.0586,-0.3613
2659,0,5.1163,-0.0391,0.0146,1.2937,0,-0.2734,0.0244,0.1025,0.0098,-0.1416,-0.2197
2660,0,5.1163,0.0195,0.1416,0.6737,0.0928,-0.2295,-0.0537,0.0195,0.4296,-0.1562,-0.0635
2661,0,5.1163,0.0586,0.1318,0.371,0.0635,-0.2343,-0.0537,-0.0488,0.6151,-0.0781,-0.0488
2662,0,5.1163,0.0439,0.1318,0.2392,0.0391,-0.0976,-0.0049,-0.0342,0.2343,-0.0683,0.0049
2663,0,5.1163,0.0635,0.0439,0.0976,0.0635,-0.0195,0.0098,-0.0098,0.0244,-0.0244,0.2002
2664,0,5.1163,0.0488,0.0098,0.0439,0.0391,0.0195,0.0098,-0.0586,-0.249,0.0195,0.1709
2665,0,5.1163,-0.0098,-0.0098,-0.1172,0.0391,0.0879,0,-0.0098,-0.664,0.0098,0.3124
2666,0,5.1163,-0.0342,-0.0488,-0.4784,0.0146,-0.0244,0.0098,0,0.2685,0.0683,0.3613
2667,0,5.1163,0.0342,-0.0342,-0.5028,0.0146,0.0879,0.0098,-0.0537,1.9723,0.1074,0.1269
2668,0,5.1163,0.0732,-0.0732,-0.3954,0.0391,0.2002,0.0195,-0.0732,0.8299,0.0293,0.0342
2669,0,5.1163,-0.0293,-0.0439,-0.4247,0.0439,0.3417,0.0293,-0.1025,0.9178,0.0244,0.1953
2670,0,5.1163,-0.083,-0.0293,-0.4882,-0.0098,0.1806,0.0391,-0.0537,0.7225,0.0586,0.3759
2671,0,5.1163,-0.0146,-0.0342,-0.3954,-0.0342,0.0049,0.0879,0.0439,-0.8251,0.0342,0.3515
2672,0,5.1163,0,-0.0195,-0.2343,0.0146,0.1465,0.0928,-0.0049,-0.0879,0.0732,0.3173
2673,0,5.1163,0.0293,-0.0635,-0.3808,0.0635,0.0049,0.0293,0.0049,-0.2734,0.0781,0.0635
2674,0,5.1163,0.0635,-0.1269,-0.166,0.083,0.1367,0.0098,-0.0195,-1.1912,0.0586,-0.205
2675,0,5.1163,0.083,-0.1465,0.1172,0.0342,0.3466,-0.0244,-0.0928,-0.9471,0,-0.3759
2676,0,5.1163,0.1562,-0.2587,0.2783,0.0293,0.2099,-0.0244,-0.0391,-0.8397,0.0488,-0.4784
2677,0,5.1163,0.0635,-0.3369,0.537,-0.0195,0.0146,0.0146,0.0098,-0.991,0.0439,-0.3515
2678,0,5.1163,0.0342,-0.1806,0.7665,-0.0488,-0.2295,0.0098,0.0391,-1.0203,0.0049,-0.2783
2679,0,5.1163,0.1074,0.3906,0.8543,-0.0244,-0.3808,-0.0049,0.0439,-0.1709,0.0928,-0.1855
2680,0,5.1163,0.0635,0.537,0.3661,-0.0293,-0.2587,-0.0439,0.0049,0.1904,0.0391,-0.2832
2681,0,5.1163,0.0586,0.4101,0.0488,-0.0195,-0.1904,-0.0195,0.0391,0.2685,0.0391,-0.3222
2682,0,5.1163,0.0586,0.3954,-0.1953,0.0049,-0.122,0.0146,-0.0098,0.4784,0.0146,-0.2685
2683,0,5.1163,-0.0098,0.3076,-0.288,-0.0195,-0.0879,-0.0293,-0.0244,0.703,-0.0391,-0.0391
2684,0,5.1163,-0.0488,0.166,-0.3417,-0.0439,-0.0586,-0.0439,0.0391,1.074,0.0195,0.1025
2685,0,5.1163,-0.1025,0.0488,-0.5614,-0.0781,0,-0.0488,0.0049,1.3425,0.0098,0.0098
2686,0,5.1163,-0.0879,0.0049,-0.4247,-0.0439,0.0683,-0.0342,-0.0146,0.1465,-0.0049,0.0683
2687,0,5.1163,-0.0391,-0.0537,-0.0537,-0.0244,0.0683,-0.0195,-0.0683,-0.6932,-0.0146,0.2539
2688,0,5.1163,-0.122,-0.0928,0.2197,-0.0439,-0.0195,-0.0683,-0.0732,0.5907,-0.0537,0.2587
2689,0,5.1163,-0.1904,-0.1416,0.7421,-0.0537,-0.0732,-0.0683,0.0146,1.0643,0.0537,0.3173
2690,0,5.1163,-0.1269,-0.1855,0.5565,-0.0683,0.0391,-0.0635,0.0683,0.9325,0.0488,0.3173
2691,0,5.1163,-0.0488,-0.2197,0.2685,-0.0098,0.1953,-0.0342,0.0928,0.5614,-0.0195,0.1758
2692,0,5.1163,-0.0439,-0.1806,0.0488,0.083,0.3661,-0.0049,0.0879,0.1074,0.0391,0.0879
2693,0,5.1163,-0.0537,-0.0586,-0.8934,0.1074,0.3906,0.0098,0.0683,-0.2685,-0.0439,0.0439
2694,0,5.1163,-0.0781,-0.1513,-0.8739,0.0391,0,0.0439,0.0537,-1.2059,-0.0635,0.0586
2695,0,5.1163,-0.0732,-0.0586,-0.664,0.0391,0.0098,0.0488,0.0586,-1.0789,0.0049,-0.0537
2696,0,5.1163,-0.0146,0.0342,-0.8641,0.083,-0.0732,0.0391,0.0342,-0.0586,-0.0391,-0.2343
2697,0,5.1163,0.0586,-0.166,-0.6737,0.0635,-0.166,0.0391,-0.0146,0.6542,-0.0293,-0.1318
2698,0,5.1163,-0.0146,-0.3027,-0.1123,0.0439,-0.1758,0.0195,-0.0293,0.1611,-0.0781,-0.1123
2699,0,5.1163,0.0928,-0.3173,0.7909,0.0781,-0.205,-0.0049,-0.0928,-0.7518,-0.0635,-0.0439
2700,0,5.1163,0.0879,-0.2392,1.0545,0.0586,-0.0976,0.0244,-0.1074,-1.1424,0.0244,0.1855
2701,0,5.1163,0.0976,-0.0781,1.0496,0.083,0.1074,0.0293,-0.0439,-0.9764,0.1074,0.4394
2702,0,5.1163,0.1562,-0.0488,0.7421,0.0342,0.1513,0.0098,-0.0244,-0.4784,0.1269,0.3906
2703,0,5.1163,0.0781,0.0293,0.2002,-0.0342,-0.0146,0.0293,-0.0293,-0.2002,0.0635,0.2734
2704,0,5.1163,-0.0098,0.249,0.4247,-0.0488,-0.288,0.0293,0.0586,-0.1611,0.0244,0.332
2705,0,5.1163,-0.0879,0.2392,0.2246,-0.0391,-0.1904,0.0439,0.1123,0.4101,0.0146,0.2832
2706,0,5.1163,-0.0244,0.2099,-0.0098,0,0.1416,0.0195,0.0586,0.205,0.0439,0.0488
2707,0,5.1163,0.0146,0.1172,-0.0439,0,0.0391,0.0342,-0.0391,-0.3515,0.0293,-0.1318
2708,0,5.1163,-0.0195,-0.0732,-0.3808,-0.0439,0.0195,0.0537,-0.0537,-0.3759,-0.0488,-0.4931
2709,0,5.1163,-0.0488,-0.0146,-0.664,-0.0244,0.0976,0.0146,-0.0635,0.083,-0.0391,-0.454
2710,0,5.1163,0.083,0.1123,-0.2929,-0.0293,-0.0293,0.0244,-0.1025,0.1465,0.0098,-0.2099
2711,0,5.1163,0.1513,0.0976,0.0976,-0.0488,-0.1806,0.0195,-0.0635,0.1562,-0.0049,-0.2246
2712,0,5.1163,0.1562,0.083,0.1562,-0.0049,-0.0781,0,-0.0537,1.0545,0.0732,-0.1953
2713,0,5.1163,0.1269,0.0732,0.1123,0.0098,0.0391,-0.0195,-0.1074,1.2888,0.0635,-0.0635
2714,0,5.1163,0.1318,0.0537,-0.0781,-0.0195,0,-0.0342,-0.0683,0.1758,0.0342,0.1465
2715,0,5.1163,0.0537,0.0195,-0.3661,-0.0293,-0.0098,-0.0195,-0.0049,0.5712,0.1025,0.1611
2716,0,5.1163,-0.0244,0.0146,-0.2783,-0.0244,0.0439,-0.0098,0.0146,0.0976,0.0244,-0.1074
2717,0,5.1163,-0.083,0.0049,-0.2539,0.0049,0.1074,-0.0146,0.0098,-0.7421,0.0146,0.0635
2718,0,5.1163,-0.1465,-0.0635,-0.3661,-0.0146,0.1025,-0.0439,0,-0.6493,0.0342,0.2392
2719,0,5.1163,-0.1855,-0.1611,-0.3417,-0.0391,0.0195,-0.0391,0.0439,0.0635,-0.0049,0.0879
2720,0,5.1163,-0.0488,-0.2246,-0.0781,0.0244,0.0049,0.0098,0.1172,0.8983,0.0342,-0.1025
2721,0,5.1163,0.0586,-0.0586,0.4345,0.0195,0.0732,-0.0195,0.0391,0.4443,-0.0049,-0.0879
2722,0,5.1163,0.0635,0.0439,0.3027,0.0195,0.2148,-0.083,-0.0342,-0.205,-0.0683,-0.0098
2723,0,5.1163,0.0244,-0.1123,-0.2832,-0.0195,0.2002,-0.0342,0.0244,-0.249,0.0098,-0.0146
2724,0,5.1163,-0.0244,-0.0683,-0.166,-0.0293,-0.0049,-0.0244,0.0537,-0.2929,0.0342,0.0488
2725,0,5.1163,-0.0098,-0.0049,-0.3661,0.0098,-0.0732,0,0.0683,-0.4638,0.0439,0.1318
2726,0,5.1163,-0.0391,-0.0586,-0.3564,-0.0098,0.0781,0,0.0293,-0.3857,0.0049,-0.0049
2727,0,5.1163,-0.1318,0.0342,0.1318,0.0244,0.2734,-0.0586,0.0098,-0.3076,0.0928,-0.0488
2728,0,5.1163,-0.1611,-0.0293,0.4345,-0.0195,0.1416,-0.0391,-0.0195,-0.5419,0.1172,-0.3613
2729,0,5.1163,-0.2295,-0.0293,0.288,-0.0049,0.0635,-0.0098,0.0342,-0.1953,0.0781,-0.6102
2730,0,5.1163,-0.0439,-0.0244,0.3027,0.0244,-0.1367,0.0342,0.1074,0.537,0.0537,-0.9129
2731,0,5.1163,0.1465,-0.0049,-0.249,0.0049,-0.1269,0.0293,0.083,0.5858,-0.1172,-0.9422
2732,0,5.1163,0.1269,0.0537,-0.1562,-0.0098,-0.2002,-0.0049,0.0488,-0.1855,-0.2343,-0.5028
2733,0,5.1163,0.0781,0.0293,0.1953,0.0195,-0.2392,0.0195,-0.0195,-0.0635,-0.2539,-0.0195
2734,0,5.1163,0.0439,0.0391,0.62,0.0635,-0.1855,0.0049,-0.0683,0.332,-0.2343,0.2587
2735,0,5.1163,0.0293,0.0049,0.952,0.0635,-0.1855,-0.0293,-0.0683,-0.0488,-0.0781,1.0984
2736,0,5.1163,0.0244,-0.0635,0.4491,0.0049,-0.1465,-0.0146,-0.0488,0.5712,0.0781,1.6257
2737,0,5.1163,-0.0635,-0.0683,-0.3564,0.0049,-0.1172,-0.0488,-0.0586,2.9243,0.2099,1.5769
2738,0,5.1163,-0.0586,-0.0537,-0.7079,0.0488,-0.0488,-0.0244,-0.0488,1.4841,0.1709,1.2156
2739,0,5.1163,0.0098,-0.0049,-0.6298,0.0683,0.083,0.0488,0.0293,-1.0399,0.0391,0.7421
2740,0,5.1163,0.0195,0.0683,-0.332,0.083,0.0537,0.0293,0.0586,-1.1814,0.0635,0.4296
2741,0,5.1163,0.0195,0.0098,-0.0928,0.0391,0.0293,0.0146,-0.0732,-1.4158,0.1025,0.0244
2742,0,5.1163,-0.0195,-0.0635,0.0195,0.0195,0.0781,0.0244,-0.0342,-1.5427,0.0976,-0.1904
2743,0,5.1163,-0.0195,-0.0683,-0.0049,0.0342,0.0391,0.0342,-0.0146,-1.0252,0.1025,-0.2734
2744,0,5.1163,-0.0586,-0.1074,-0.3076,-0.0098,0.1562,0.0342,-0.0439,-0.1953,0.0586,-0.4687
2745,0,5.1163,0,-0.2002,-0.0781,-0.0391,0.249,0.0146,-0.0098,-1.2986,0.0049,-0.4687
2746,0,5.1163,0.083,-0.2734,0.2978,-0.0391,0.1953,0.0488,-0.0049,-1.655,0.0244,-0.5224
2747,0,5.1163,-0.0098,-0.2099,0.7518,-0.0195,-0.1074,-0.0049,-0.0976,1.6599,0.0879,-0.3417
2748,0,5.1163,0.0049,0.1904,1.284,0.0293,-0.1758,-0.0244,-0.1269,1.3279,0.0879,0
2749,0,5.1163,0.0976,0.2148,0.5858,0.0049,-0.1611,0.0488,-0.0879,0.3076,0.0049,-0.205
2750,0,5.1163,0.1367,0.1074,-0.3808,-0.0049,-0.0879,0.0293,-0.0049,0.0928,-0.0683,-0.4687
2751,0,5.1163,0.0391,0.1074,-0.6347,0.0146,-0.0488,0.0342,0.0244,0.0976,-0.0928,-0.5712
2752,0,5.1163,-0.0879,0.1318,-0.5468,-0.0098,0.1953,0.0244,-0.0049,0.4101,-0.1123,-0.6005
2753,0,5.1163,-0.0391,0.1855,-0.3661,0.0586,0.5126,0.0098,0,-0.2002,-0.0293,-0.6737
2754,0,5.1163,-0.0683,0.0928,-0.7372,-0.0391,0.2929,0.0244,0.0146,-1.1863,-0.0683,-0.5956
2755,0,5.1163,-0.1025,0,-0.5761,-0.1318,0.0586,0.0049,0.1269,-1.201,-0.083,-0.166
2756,0,5.1163,0.1025,0.0098,0.1611,-0.083,-0.1806,0.0586,0.1855,-0.4247,0.0586,-0.1904
2757,0,5.1163,0.0976,0.1513,0.2099,-0.0879,-0.2539,0.0098,0.2197,0.6298,0.0683,-0.3417
2758,0,5.1163,-0.1074,0.0928,-0.1269,-0.0586,-0.1806,-0.0488,0.1416,3.4076,0.1904,0.2392
2759,0,5.1163,-0.1416,-0.122,0.0146,-0.0781,-0.3027,-0.0391,-0.1416,4.5061,0.2392,0.6444
2760,0,5.1163,0.1172,-0.2392,0.4247,-0.0293,-0.1416,-0.0244,-0.1611,0.8251,-0.0391,0.4394
2761,0,5.1163,0.2587,-0.2246,0.6786,0.0488,0.0293,-0.0098,-0.1318,-1.4744,-0.122,0.4443
2762,0,5.1163,0.2295,-0.1269,0.6444,0.0049,0,-0.0244,-0.1513,-0.5419,-0.0049,0.5663
2763,0,5.1163,0.1416,-0.0879,-0.0342,0,0.1318,0.0195,-0.0439,-1.24,-0.0635,-0.1611
2764,0,5.1163,0.0293,-0.0439,-0.2539,0.0391,0.0098,0.0342,-0.0049,-1.6892,-0.0732,-0.2148
2765,0,5.1163,-0.1269,0.1709,-0.2343,0.0293,0,-0.0537,-0.0244,-0.3613,0.0879,0.3076
2766,0,5.1163,-0.2441,-0.0195,-0.1172,0.0146,0,-0.0586,0.083,0.3076,0.1513,0.5614
2767,0,5.1163,-0.0976,-0.1904,0.0146,-0.0049,-0.1806,-0.0683,0.0976,0.4003,0.083,0.786
2768,0,5.1163,0,-0.2295,-0.5077,0.0439,-0.0586,-0.0537,0.0732,0.62,-0.0195,0.5907
2769,0,5.1163,0.0146,-0.2099,-0.4784,0.0928,0.1904,-0.0244,-0.0488,-0.0928,0.0146,0.2929
2770,0,5.1163,0.0146,-0.1855,0.0195,0.1465,0.5175,-0.0683,-0.083,-0.62,-0.0195,0.2539
2771,0,5.1163,-0.0781,-0.0391,-0.0098,0.0879,0.2099,-0.0635,0.0195,-0.498,-0.0488,0.1367
2772,0,5.1163,-0.122,0.122,-0.1465,0.0586,0.0146,-0.0146,0.0342,-0.6884,0.0195,-0.0049
2773,0,5.1163,-0.0635,0.2685,-0.0879,0.0391,0.0635,0,0.0537,-1.035,-0.0781,-0.5321
2774,0,5.1163,-0.0488,0.2343,-0.0928,-0.0098,-0.1074,0.0342,0.0439,-1.1229,-0.0391,-0.6249
2775,0,5.1163,0.0244,0.1318,0.1416,-0.0195,-0.1709,0.0439,0.0342,-1.5378,0.0342,-0.4638
2776,0,5.1163,0.0293,0.0976,0.3417,-0.0439,-0.1611,-0.0049,0.0293,-2.0797,-0.0342,0.0537
2777,0,5.1163,-0.0195,0.0732,0.2783,-0.1367,-0.166,-0.0146,0.0195,-0.7323,-0.0781,-0.1269
2778,0,5.1163,-0.0488,0.0683,0.0391,-0.0879,-0.0049,0.0293,0.0781,1.2498,-0.0098,-0.3417
2779,0,5.1163,-0.1465,0.0244,-0.498,-0.1123,-0.0537,0.0244,0.122,2.9194,0.0488,0.0439
2780,0,5.1163,-0.2343,-0.1025,-0.6054,-0.249,-0.2002,0.0391,0.1513,3.3051,-0.0146,0.4345
2781,0,5.1163,-0.1465,-0.1269,-0.0049,-0.1123,0.1172,0.0195,-0.0244,2.0895,-0.0049,-0.2636
2782,0,5.1163,-0.0049,-0.1416,0.952,0.1904,0.1465,0.0049,-0.1904,1.2888,0.0928,-0.4931
2783,0,5.1163,0.083,-0.1172,1.4255,0.3466,0.0293,-0.0391,-0.2636,1.2107,0.1416,0.1904
2784,0,5.1163,0.166,-0.2441,0.4101,0.2685,0.1025,-0.0098,-0.122,-0.9813,0.0391,0.2587
2785,0,5.1163,0.1269,-0.1562,0.2587,0.1318,0.0683,0,0.0049,-1.6355,0.0049,0.2441
2786,0,5.1163,0.0879,-0.0049,-0.3417,0.0586,-0.0586,-0.0195,-0.0195,-0.9373,0.1025,0.7518
2787,0,5.1163,0.1709,0.0342,-0.5077,0.0342,0.0049,0.083,0.0537,-2.2799,0.0342,0.5175
2788,0,5.1163,0.1416,0.0732,-0.5565,0.0098,0.0781,0.0537,0.122,-0.4687,0.0537,-0.2832
2789,0,5.1163,0.1172,0.0244,-0.6151,0.0146,-0.0098,0.0244,0.083,0.0293,0.0049,-0.498
2790,0,5.1163,0.1465,-0.0293,-0.7421,-0.0342,-0.0439,0.0488,-0.1172,-0.3808,-0.0537,-0.6786
2791,0,5.1163,0.0879,0.0293,-0.8299,-0.1074,-0.0488,-0.0049,-0.2197,0.1465,0.0146,-0.6395
2792,0,5.1163,0.0195,0.0146,-0.7567,-0.1318,-0.122,-0.0049,-0.1465,-0.4443,0.0049,-0.3564
2793,0,5.1163,-0.0879,-0.0195,-0.2441,-0.0732,-0.1123,-0.0195,-0.0586,-0.1562,0.0342,-0.0049
2794,0,5.1163,-0.1074,-0.0098,1.1961,-0.0049,-0.0928,-0.0586,-0.0049,0.5614,0.166,0.4736
2795,0,5.1163,-0.0098,-0.0488,2.0797,0.0342,0,-0.0781,0.0098,-0.0049,0.1904,0.8348
2796,0,5.1163,-0.0244,-0.0879,1.1668,0.0635,0.3222,-0.0928,0.0635,-1.2791,0.0146,0.5858
2797,0,5.1163,-0.0049,-0.0439,0.9862,0.0439,0.0586,0.0146,0.0683,-1.0643,-0.0488,0.1806
2798,0,5.1163,0.0342,-0.0146,0.2832,-0.0439,0.0439,0.0683,-0.0195,-1.3084,-0.2392,-0.3906
2799,0,5.1163,0.0439,0.1123,-1.1863,-0.1123,0.1269,0.0244,0.0635,-0.3173,-0.3076,-0.6444
2800,0,5.1163,-0.0439,0.205,-1.4695,-0.1513,0.0049,0.0439,0.0928,1.5281,-0.0781,-0.4784
2801,0,5.1163,-0.0391,0.1855,-0.991,-0.1074,-0.0098,0.0146,-0.0391,0.8299,0.0781,-0.0391
2802,0,5.1163,0.0244,0.0928,-0.5907,-0.0683,-0.083,-0.0244,0.0732,1.3963,0.1172,-0.0928
2803,0,5.1163,-0.1367,0.0439,-0.7177,-0.1123,-0.2295,-0.0781,0.2734,7.8844,0.3417,0.0146
2804,0,5.1163,-0.0732,0.0244,-0.4443,-0.0537,-0.0928,-0.0195,0.1025,4.1936,0.1318,0.0195
2805,0,5.1163,0.1025,-0.0488,0.2441,-0.0049,0.0488,0.0635,-0.1904,-1.8405,0,-0.1074
2806,0,5.1163,0.1172,-0.0391,0.3661,-0.0098,0.0781,0.0732,-0.1953,-3.0757,-0.0488,-0.371
2807,0,5.1163,0.0293,-0.0683,0.288,0.0195,-0.0049,0.0439,0.0391,-1.5574,0.0439,0.0439
2808,0,5.1163,-0.1269,-0.083,0.1562,0.0439,-0.0586,0.0195,0.0976,0.9813,0.1953,0.62
2809,0,5.1163,-0.1025,-0.0586,0.2392,0.0391,-0.0146,0.0244,0.0146,-0.1513,0.0439,0.4101
2810,0,5.1163,0.0439,-0.0928,0.4784,0.0488,0.0537,0.0683,-0.1513,-3.1098,-0.166,0.0488
2811,0,5.1163,0.0195,-0.122,0.4589,0.0781,0.0879,0.0244,-0.2636,-3.0464,-0.0928,0.2099
2812,0,5.1163,-0.0439,-0.1172,0.3369,0.0683,0.0781,-0.0635,-0.1465,-2.3238,0,0.4833
2813,0,5.1163,-0.0439,-0.0928,0.3076,0.0049,0.0293,-0.1172,0.0098,-1.4695,-0.0781,0.249
2814,0,5.1163,-0.0537,-0.0244,0.1855,0.0098,-0.0146,-0.1904,0.166,0.0976,-0.0635,0.4931
2815,0,5.1163,-0.0928,-0.1025,0.0293,0.0732,-0.0488,-0.1611,0.083,0.9862,-0.0049,0.7177
2816,0,5.1163,-0.0781,-0.1074,0.0488,0.083,0.0586,-0.0635,-0.1172,0.2295,-0.1025,0.2099
2817,0,5.1163,-0.0098,-0.0098,0.166,0.0342,0.1318,-0.0732,0.0049,-1.8063,-0.2002,-0.3076
2818,0,5.1163,-0.0635,-0.0195,0.0049,0.0049,0.0488,-0.0928,0.1025,0.1269,-0.0488,-0.2783
2819,0,5.1163,-0.1269,-0.0586,-0.1855,0,0.0244,-0.1953,0.249,1.9821,0.0683,-0.0342
2820,0,5.1163,-0.1416,0.0146,-0.2734,0.0439,-0.0488,-0.1709,0.3906,2.9829,0.0781,0.2783
2821,0,5.1163,0.0244,0.0244,-0.0635,0.0537,0.0391,0.2343,0.2099,-0.0488,-0.1758,-0.5565
2822,0,5.1163,0.0976,-0.0195,-0.0488,0.1123,0.0683,0.2539,0.0049,-0.9325,-0.2685,-1.3181
2823,0,5.1163,0.0488,-0.0391,-0.2246,0.1709,-0.0391,0.0537,-0.0195,0.5321,0.0537,-0.1611
2824,0,5.1163,0.0146,-0.0781,-0.3417,0.1416,-0.0928,0.0537,-0.1025,2.6168,0.2246,-0.3857
2825,0,5.1163,0.0488,-0.0488,-0.3222,0.1074,-0.1367,0.3124,-0.1025,2.9927,0.4345,-1.035
2826,0,5.1163,0.1074,0.0244,-0.1953,0.0683,-0.1025,0.4247,-0.1513,1.0252,0.6444,-0.249
2827,0,5.1163,0.205,0.0342,0,0.0195,-0.0439,0.2734,-0.2539,-1.3914,0.3027,-0.1172
2828,0,5.1163,0.288,0.0439,0.0293,-0.0049,-0.0098,0.1709,-0.2002,-2.524,0.205,-0.1953
2829,0,5.1163,0.2343,0.0391,-0.0049,-0.0293,0,-0.0342,-0.0928,-2.9927,0.1416,0.7079
2830,0,5.1163,0.1513,0.1318,-0.0293,-0.0098,-0.0732,-0.2539,0.0098,-1.2156,-0.0635,0.8739
2831,0,5.1163,0.0537,0.1953,-0.083,-0.083,-0.1465,-0.2246,0.0293,0.8299,-0.1318,0.991
